image_path,relative_path,dataset,location,top_category,confidence,is_empty,fish,coral,marine_animal,vegetation,sand_seafloor,rocks,shipwreck_debris,man_made_structure,diver,open_water,murky_turbid,dark_overexposed,blurry_corrupt
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171931697004.tiff,canyons/calibration/imgs/16233171931697004.tiff,flsea_vi,canyons/calibration,man_made_structure,0.4295,False,0.0002,0.0044,0.0008,0.0073,0.0120,0.1092,0.3030,0.4295,0.0020,0.0089,0.0495,0.0213,0.0518
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171932700400.tiff,canyons/calibration/imgs/16233171932700400.tiff,flsea_vi,canyons/calibration,rocks,0.4081,False,0.0006,0.0072,0.0011,0.0104,0.0180,0.4081,0.2100,0.2354,0.0034,0.0073,0.0531,0.0095,0.0358
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171933662114.tiff,canyons/calibration/imgs/16233171933662114.tiff,flsea_vi,canyons/calibration,man_made_structure,0.6021,False,0.0004,0.0035,0.0006,0.0069,0.0068,0.2297,0.0645,0.6021,0.0088,0.0076,0.0324,0.0066,0.0301
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171934756126.tiff,canyons/calibration/imgs/16233171934756126.tiff,flsea_vi,canyons/calibration,man_made_structure,0.5478,False,0.0006,0.0019,0.0008,0.0043,0.0152,0.1780,0.1267,0.5478,0.0043,0.0074,0.0562,0.0086,0.0482
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171935654361.tiff,canyons/calibration/imgs/16233171935654361.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.4685,False,0.0021,0.0079,0.0035,0.0090,0.0181,0.2284,0.4685,0.1547,0.0062,0.0122,0.0472,0.0103,0.0320
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171936786456.tiff,canyons/calibration/imgs/16233171936786456.tiff,flsea_vi,canyons/calibration,man_made_structure,0.4210,False,0.0011,0.0020,0.0033,0.0066,0.0056,0.0818,0.3802,0.4210,0.0194,0.0078,0.0429,0.0073,0.0210
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171937640212.tiff,canyons/calibration/imgs/16233171937640212.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.3910,False,0.0003,0.0078,0.0013,0.0152,0.0247,0.1653,0.3910,0.2650,0.0055,0.0186,0.0836,0.0051,0.0165
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171938658447.tiff,canyons/calibration/imgs/16233171938658447.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.4202,False,0.0009,0.0084,0.0114,0.0230,0.0536,0.0693,0.4202,0.2838,0.0110,0.0165,0.0832,0.0065,0.0121
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171939733455.tiff,canyons/calibration/imgs/16233171939733455.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.3938,False,0.0011,0.0142,0.0051,0.0369,0.0897,0.1566,0.3938,0.1169,0.0028,0.0134,0.1476,0.0076,0.0142
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171940711462.tiff,canyons/calibration/imgs/16233171940711462.tiff,flsea_vi,canyons/calibration,murky_turbid,0.2879,True,0.0007,0.0216,0.0016,0.0397,0.0585,0.1673,0.2680,0.0955,0.0044,0.0230,0.2879,0.0133,0.0184
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171941752357.tiff,canyons/calibration/imgs/16233171941752357.tiff,flsea_vi,canyons/calibration,murky_turbid,0.3691,True,0.0027,0.0211,0.0087,0.0486,0.0852,0.1560,0.1772,0.0570,0.0102,0.0267,0.3691,0.0183,0.0191
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171942638195.tiff,canyons/calibration/imgs/16233171942638195.tiff,flsea_vi,canyons/calibration,rocks,0.3134,False,0.0017,0.0262,0.0082,0.0218,0.0728,0.3134,0.2490,0.0864,0.0153,0.0090,0.1684,0.0107,0.0171
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171943659132.tiff,canyons/calibration/imgs/16233171943659132.tiff,flsea_vi,canyons/calibration,rocks,0.3384,False,0.0018,0.0323,0.0086,0.0203,0.0422,0.3384,0.1013,0.0557,0.0155,0.0163,0.2993,0.0263,0.0421
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171944759626.tiff,canyons/calibration/imgs/16233171944759626.tiff,flsea_vi,canyons/calibration,rocks,0.3461,False,0.0013,0.0237,0.0069,0.0098,0.0318,0.3461,0.1100,0.0877,0.0508,0.0224,0.2345,0.0215,0.0535
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171945634990.tiff,canyons/calibration/imgs/16233171945634990.tiff,flsea_vi,canyons/calibration,rocks,0.4170,False,0.0011,0.0208,0.0046,0.0073,0.0201,0.4170,0.0813,0.1052,0.0602,0.0219,0.1763,0.0169,0.0673
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171946677127.tiff,canyons/calibration/imgs/16233171946677127.tiff,flsea_vi,canyons/calibration,rocks,0.3601,False,0.0010,0.0335,0.0043,0.0109,0.0247,0.3601,0.0746,0.0888,0.0560,0.0212,0.2132,0.0267,0.0850
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171947731390.tiff,canyons/calibration/imgs/16233171947731390.tiff,flsea_vi,canyons/calibration,rocks,0.4559,False,0.0009,0.0337,0.0042,0.0098,0.0202,0.4559,0.0544,0.0924,0.0453,0.0198,0.1737,0.0187,0.0708
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171948722022.tiff,canyons/calibration/imgs/16233171948722022.tiff,flsea_vi,canyons/calibration,rocks,0.4655,False,0.0009,0.0222,0.0037,0.0068,0.0184,0.4655,0.0547,0.0955,0.0531,0.0190,0.1467,0.0195,0.0941
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171949787080.tiff,canyons/calibration/imgs/16233171949787080.tiff,flsea_vi,canyons/calibration,rocks,0.3487,False,0.0010,0.0189,0.0031,0.0090,0.0189,0.3487,0.0513,0.0831,0.0448,0.0258,0.2919,0.0245,0.0790
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171950648086.tiff,canyons/calibration/imgs/16233171950648086.tiff,flsea_vi,canyons/calibration,rocks,0.3016,False,0.0009,0.0138,0.0036,0.0061,0.0185,0.3016,0.0766,0.0978,0.0535,0.0303,0.2456,0.0304,0.1214
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171951666424.tiff,canyons/calibration/imgs/16233171951666424.tiff,flsea_vi,canyons/calibration,murky_turbid,0.3183,True,0.0014,0.0215,0.0096,0.0111,0.0187,0.2178,0.0871,0.1026,0.0721,0.0210,0.3183,0.0333,0.0855
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171952790340.tiff,canyons/calibration/imgs/16233171952790340.tiff,flsea_vi,canyons/calibration,rocks,0.2839,False,0.0014,0.0201,0.0060,0.0100,0.0272,0.2839,0.0792,0.1000,0.0684,0.0337,0.2558,0.0360,0.0781
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171953665013.tiff,canyons/calibration/imgs/16233171953665013.tiff,flsea_vi,canyons/calibration,murky_turbid,0.2606,True,0.0017,0.0157,0.0090,0.0107,0.0293,0.2320,0.0724,0.1086,0.0714,0.0357,0.2606,0.0440,0.1087
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171954630550.tiff,canyons/calibration/imgs/16233171954630550.tiff,flsea_vi,canyons/calibration,murky_turbid,0.2933,True,0.0019,0.0174,0.0090,0.0160,0.0365,0.2592,0.0907,0.0948,0.0646,0.0314,0.2933,0.0305,0.0546
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171955706685.tiff,canyons/calibration/imgs/16233171955706685.tiff,flsea_vi,canyons/calibration,murky_turbid,0.2275,True,0.0017,0.0122,0.0128,0.0166,0.0272,0.1755,0.1957,0.1309,0.0800,0.0212,0.2275,0.0308,0.0679
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171956767280.tiff,canyons/calibration/imgs/16233171956767280.tiff,flsea_vi,canyons/calibration,murky_turbid,0.4266,True,0.0019,0.0109,0.0084,0.0223,0.0317,0.1324,0.1002,0.1036,0.0573,0.0270,0.4266,0.0321,0.0457
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171957660315.tiff,canyons/calibration/imgs/16233171957660315.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.3506,False,0.0013,0.0071,0.0098,0.0317,0.0376,0.1720,0.3506,0.1393,0.0107,0.0125,0.1957,0.0108,0.0206
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171958652592.tiff,canyons/calibration/imgs/16233171958652592.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.5400,False,0.0010,0.0047,0.0100,0.0128,0.0361,0.1282,0.5400,0.0952,0.0079,0.0089,0.1256,0.0104,0.0192
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171959636152.tiff,canyons/calibration/imgs/16233171959636152.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.3646,False,0.0016,0.0062,0.0096,0.0327,0.0354,0.1302,0.3646,0.1322,0.0110,0.0122,0.2277,0.0134,0.0232
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171960720255.tiff,canyons/calibration/imgs/16233171960720255.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.3377,False,0.0013,0.0042,0.0081,0.0204,0.0382,0.1171,0.3377,0.1833,0.0096,0.0146,0.2258,0.0127,0.0269
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171961684034.tiff,canyons/calibration/imgs/16233171961684034.tiff,flsea_vi,canyons/calibration,murky_turbid,0.3048,True,0.0005,0.0036,0.0032,0.0172,0.0493,0.1423,0.1943,0.2272,0.0102,0.0158,0.3048,0.0102,0.0215
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171962711103.tiff,canyons/calibration/imgs/16233171962711103.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.2795,False,0.0003,0.0042,0.0022,0.0199,0.0546,0.1216,0.2795,0.2373,0.0045,0.0086,0.2455,0.0073,0.0146
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171963656860.tiff,canyons/calibration/imgs/16233171963656860.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.3060,False,0.0004,0.0054,0.0034,0.0182,0.0472,0.1686,0.3060,0.1525,0.0111,0.0093,0.2377,0.0123,0.0279
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171964743166.tiff,canyons/calibration/imgs/16233171964743166.tiff,flsea_vi,canyons/calibration,murky_turbid,0.3144,True,0.0006,0.0055,0.0055,0.0190,0.0428,0.1541,0.2925,0.1013,0.0095,0.0132,0.3144,0.0130,0.0287
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171965707054.tiff,canyons/calibration/imgs/16233171965707054.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.4225,False,0.0014,0.0104,0.0100,0.0232,0.0563,0.1300,0.4225,0.0789,0.0092,0.0179,0.2067,0.0110,0.0225
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171966647596.tiff,canyons/calibration/imgs/16233171966647596.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.3003,False,0.0012,0.0130,0.0100,0.0322,0.0458,0.1831,0.3003,0.1408,0.0166,0.0121,0.2089,0.0134,0.0224
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171967696655.tiff,canyons/calibration/imgs/16233171967696655.tiff,flsea_vi,canyons/calibration,murky_turbid,0.3790,True,0.0005,0.0156,0.0060,0.0591,0.0384,0.1012,0.1994,0.1586,0.0046,0.0087,0.3790,0.0110,0.0179
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171968691845.tiff,canyons/calibration/imgs/16233171968691845.tiff,flsea_vi,canyons/calibration,murky_turbid,0.5537,True,0.0009,0.0061,0.0085,0.0229,0.0242,0.0613,0.1262,0.0968,0.0086,0.0209,0.5537,0.0260,0.0440
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171969706595.tiff,canyons/calibration/imgs/16233171969706595.tiff,flsea_vi,canyons/calibration,murky_turbid,0.5102,True,0.0010,0.0080,0.0057,0.0268,0.0420,0.1049,0.1178,0.1002,0.0099,0.0258,0.5102,0.0134,0.0344
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171970654564.tiff,canyons/calibration/imgs/16233171970654564.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.2752,False,0.0008,0.0102,0.0036,0.0195,0.0529,0.2017,0.2752,0.1179,0.0106,0.0169,0.2600,0.0099,0.0207
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171971731927.tiff,canyons/calibration/imgs/16233171971731927.tiff,flsea_vi,canyons/calibration,murky_turbid,0.3169,True,0.0007,0.0130,0.0030,0.0296,0.0615,0.1282,0.2754,0.1248,0.0069,0.0162,0.3169,0.0096,0.0143
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171972698677.tiff,canyons/calibration/imgs/16233171972698677.tiff,flsea_vi,canyons/calibration,murky_turbid,0.4543,True,0.0006,0.0090,0.0045,0.0291,0.0437,0.1444,0.1707,0.0912,0.0078,0.0157,0.4543,0.0119,0.0170
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171973705134.tiff,canyons/calibration/imgs/16233171973705134.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.3463,False,0.0004,0.0079,0.0032,0.0275,0.0724,0.0995,0.3463,0.1356,0.0030,0.0135,0.2715,0.0080,0.0113
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171974658995.tiff,canyons/calibration/imgs/16233171974658995.tiff,flsea_vi,canyons/calibration,murky_turbid,0.3616,True,0.0009,0.0187,0.0061,0.0390,0.1112,0.1632,0.1895,0.0750,0.0024,0.0173,0.3616,0.0064,0.0087
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171975714510.tiff,canyons/calibration/imgs/16233171975714510.tiff,flsea_vi,canyons/calibration,murky_turbid,0.3307,True,0.0006,0.0146,0.0024,0.0293,0.1014,0.2840,0.1480,0.0621,0.0015,0.0153,0.3307,0.0027,0.0074
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171976772346.tiff,canyons/calibration/imgs/16233171976772346.tiff,flsea_vi,canyons/calibration,murky_turbid,0.2398,True,0.0006,0.0233,0.0030,0.0351,0.1048,0.2088,0.2365,0.1248,0.0013,0.0155,0.2398,0.0021,0.0045
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171977698200.tiff,canyons/calibration/imgs/16233171977698200.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.4268,False,0.0006,0.0128,0.0033,0.0201,0.0821,0.1301,0.4268,0.1557,0.0018,0.0138,0.1445,0.0020,0.0064
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171978698606.tiff,canyons/calibration/imgs/16233171978698606.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.4283,False,0.0002,0.0021,0.0005,0.0077,0.0286,0.0562,0.4283,0.3502,0.0011,0.0181,0.0937,0.0055,0.0078
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171979707248.tiff,canyons/calibration/imgs/16233171979707248.tiff,flsea_vi,canyons/calibration,shipwreck_debris,0.5481,False,0.0003,0.0011,0.0011,0.0040,0.0116,0.0482,0.5481,0.2805,0.0059,0.0172,0.0513,0.0083,0.0224
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171980698838.tiff,canyons/calibration/imgs/16233171980698838.tiff,flsea_vi,canyons/calibration,man_made_structure,0.3262,False,0.0011,0.0038,0.0012,0.0086,0.0163,0.1694,0.2627,0.3262,0.0069,0.0297,0.1071,0.0192,0.0478
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171981645045.tiff,canyons/calibration/imgs/16233171981645045.tiff,flsea_vi,canyons/calibration,rocks,0.3578,False,0.0001,0.0023,0.0004,0.0035,0.0090,0.3578,0.2463,0.3128,0.0012,0.0089,0.0416,0.0038,0.0123
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171982628982.tiff,canyons/calibration/imgs/16233171982628982.tiff,flsea_vi,canyons/calibration,rocks,0.4753,False,0.0001,0.0034,0.0002,0.0039,0.0088,0.4753,0.1467,0.2842,0.0023,0.0120,0.0414,0.0052,0.0163
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171983644006.tiff,canyons/calibration/imgs/16233171983644006.tiff,flsea_vi,canyons/calibration,rocks,0.4080,False,0.0003,0.0024,0.0002,0.0054,0.0084,0.4080,0.2278,0.3032,0.0023,0.0088,0.0229,0.0018,0.0086
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171984708443.tiff,canyons/calibration/imgs/16233171984708443.tiff,flsea_vi,canyons/calibration,rocks,0.5292,False,0.0001,0.0019,0.0002,0.0019,0.0108,0.5292,0.1008,0.2653,0.0030,0.0201,0.0255,0.0044,0.0367
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171985665383.tiff,canyons/calibration/imgs/16233171985665383.tiff,flsea_vi,canyons/calibration,man_made_structure,0.4098,False,0.0002,0.0038,0.0005,0.0046,0.0055,0.2684,0.2046,0.4098,0.0049,0.0303,0.0338,0.0094,0.0241
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171986709640.tiff,canyons/calibration/imgs/16233171986709640.tiff,flsea_vi,canyons/calibration,man_made_structure,0.6415,False,0.0001,0.0010,0.0002,0.0016,0.0046,0.1853,0.1112,0.6415,0.0065,0.0127,0.0280,0.0016,0.0057
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171987704597.tiff,canyons/calibration/imgs/16233171987704597.tiff,flsea_vi,canyons/calibration,rocks,0.8119,False,0.0003,0.0069,0.0003,0.0062,0.0187,0.8119,0.0424,0.0243,0.0011,0.0233,0.0292,0.0044,0.0311
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171988741202.tiff,canyons/calibration/imgs/16233171988741202.tiff,flsea_vi,canyons/calibration,rocks,0.8442,False,0.0003,0.0046,0.0003,0.0021,0.0145,0.8442,0.0147,0.0172,0.0014,0.0147,0.0239,0.0051,0.0571
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171989650419.tiff,canyons/calibration/imgs/16233171989650419.tiff,flsea_vi,canyons/calibration,rocks,0.8359,False,0.0005,0.0049,0.0003,0.0024,0.0070,0.8359,0.0135,0.0135,0.0014,0.0148,0.0270,0.0053,0.0736
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171990742936.tiff,canyons/calibration/imgs/16233171990742936.tiff,flsea_vi,canyons/calibration,rocks,0.8214,False,0.0003,0.0090,0.0004,0.0051,0.0086,0.8214,0.0134,0.0111,0.0008,0.0088,0.0387,0.0056,0.0770
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171991676507.tiff,canyons/calibration/imgs/16233171991676507.tiff,flsea_vi,canyons/calibration,rocks,0.6673,False,0.0008,0.0143,0.0004,0.0054,0.0140,0.6673,0.0119,0.0129,0.0021,0.0261,0.0639,0.0181,0.1626
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171992846146.tiff,canyons/calibration/imgs/16233171992846146.tiff,flsea_vi,canyons/calibration,rocks,0.8547,False,0.0005,0.0109,0.0005,0.0033,0.0120,0.8547,0.0070,0.0124,0.0016,0.0104,0.0322,0.0060,0.0485
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171993639421.tiff,canyons/calibration/imgs/16233171993639421.tiff,flsea_vi,canyons/calibration,rocks,0.6798,False,0.0020,0.0140,0.0004,0.0065,0.0438,0.6798,0.0303,0.0176,0.0014,0.0167,0.0823,0.0113,0.0940
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171994666290.tiff,canyons/calibration/imgs/16233171994666290.tiff,flsea_vi,canyons/calibration,rocks,0.6146,False,0.0021,0.0078,0.0017,0.0081,0.0509,0.6146,0.0450,0.0362,0.0015,0.0139,0.1145,0.0080,0.0957
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171995659661.tiff,canyons/calibration/imgs/16233171995659661.tiff,flsea_vi,canyons/calibration,rocks,0.6348,False,0.0018,0.0066,0.0004,0.0068,0.0495,0.6348,0.0309,0.0330,0.0014,0.0174,0.1132,0.0097,0.0945
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171996851542.tiff,canyons/calibration/imgs/16233171996851542.tiff,flsea_vi,canyons/calibration,rocks,0.6644,False,0.0030,0.0248,0.0006,0.0123,0.0331,0.6644,0.0805,0.0238,0.0014,0.0128,0.0790,0.0060,0.0584
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171997676485.tiff,canyons/calibration/imgs/16233171997676485.tiff,flsea_vi,canyons/calibration,rocks,0.5871,False,0.0028,0.0079,0.0010,0.0077,0.0251,0.5871,0.0841,0.0410,0.0031,0.0171,0.1067,0.0132,0.1031
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171998668120.tiff,canyons/calibration/imgs/16233171998668120.tiff,flsea_vi,canyons/calibration,rocks,0.7400,False,0.0016,0.0112,0.0004,0.0073,0.0240,0.7400,0.0423,0.0191,0.0011,0.0080,0.0731,0.0049,0.0670
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233171999641485.tiff,canyons/calibration/imgs/16233171999641485.tiff,flsea_vi,canyons/calibration,rocks,0.5057,False,0.0061,0.0183,0.0008,0.0180,0.0202,0.5057,0.0669,0.0274,0.0017,0.0088,0.1712,0.0130,0.1418
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233172000684570.tiff,canyons/calibration/imgs/16233172000684570.tiff,flsea_vi,canyons/calibration,rocks,0.7126,False,0.0034,0.0155,0.0005,0.0085,0.0183,0.7126,0.0325,0.0190,0.0017,0.0075,0.0975,0.0076,0.0752
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233172001684847.tiff,canyons/calibration/imgs/16233172001684847.tiff,flsea_vi,canyons/calibration,rocks,0.5246,False,0.0039,0.0245,0.0007,0.0135,0.0349,0.5246,0.0401,0.0188,0.0011,0.0073,0.2077,0.0108,0.1121
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233172002714624.tiff,canyons/calibration/imgs/16233172002714624.tiff,flsea_vi,canyons/calibration,rocks,0.5681,False,0.0024,0.0102,0.0006,0.0061,0.0176,0.5681,0.0218,0.0075,0.0013,0.0084,0.0904,0.0229,0.2426
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233172003662136.tiff,canyons/calibration/imgs/16233172003662136.tiff,flsea_vi,canyons/calibration,rocks,0.4930,False,0.0051,0.0360,0.0040,0.0135,0.0192,0.4930,0.1030,0.0240,0.0041,0.0085,0.0970,0.0325,0.1601
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233172004750333.tiff,canyons/calibration/imgs/16233172004750333.tiff,flsea_vi,canyons/calibration,rocks,0.4700,False,0.0018,0.0200,0.0020,0.0080,0.0167,0.4700,0.0500,0.0109,0.0030,0.0077,0.0490,0.0320,0.3288
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233172005683310.tiff,canyons/calibration/imgs/16233172005683310.tiff,flsea_vi,canyons/calibration,rocks,0.5071,False,0.0023,0.0234,0.0021,0.0098,0.0190,0.5071,0.0259,0.0129,0.0055,0.0146,0.0734,0.0421,0.2618
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/calibration/imgs/16233172006654563.tiff,canyons/calibration/imgs/16233172006654563.tiff,flsea_vi,canyons/calibration,rocks,0.4381,False,0.0036,0.0225,0.0044,0.0136,0.0136,0.4381,0.0463,0.0165,0.0106,0.0219,0.0585,0.0519,0.2986
